"MTICD","MTICD_NAME","MTICD_ENG_NAME","MTICD_DC","MTICD_ENG_DC"
"746150","선박 모터보트","boat motor vessel"," 선박, 모터보트, 배 "," boat motor vessel "
"746160","예인선 선박","boat tug vessel"," 기타예인선, 배, 선박, 예인선 "," boat tug vessel "
"746170","선박 군함","war vessel ship"," 군선, 군함, 군함선박, 배, 선박, 전함 "," war vessel ship "
"746190","선박 기타선박","other vessel"," 기중기선, 기타선박, 배, 선박, 소방선, 시추선, 조명선, 해난구조선, 구명보트 "," other vessel, dredger, salvage ship "
"747290","항공기부품 기타항공기부품","other part aircraft"," 기타항공기부품, 항공기부품, 항공부품 "," other part aircraft, flywheel, propeller, rotor "
"746200","해양구조물","structure ocean"," 부표, 수로부표, 코퍼댐, 물탱크, 해양구조물 "," raft, buoy "
"746310","엔진부품 선박용 선박용증기터빈","turbine part engine vessel steam and for of"," 선박기자재, 선박엔진용부품, 선박용증기터빈, 선박용증기터빈엔진, 선박추진용부품, 선박증기터빈 "," turbine part engine vessel steam "
"746320","엔진부품 선박용가스터빈 선박용","turbine part engine vessel gas and for of"," 선박엔진용부품, 선박엔진부품, 선박용가스터빈, 선박가스터빈 "," part engine vessel gas turbine "
"746330","엔진선박용불꽃점화식엔진 부품 선박용","part engine spark vessel and for ignition of"," 선박엔진부품, 선박엔진용부품, 선박용불꽃점화식엔진, 선박용엔진부품 "," part engine spark vessel "
"746340","엔진부품 선박용 선박용압축점화식엔진","part engine vessel diesel and for of"," 선박엔진용부품, 선박용압축점화식엔진, 선박압축점화식엔진, 선박용엔진부품 "," part engine vessel diesel "
"746400","부품 선박용","part vessel"," 선박부품, 선박용부품, 선박부분품 "," part vessel, anchor, grapnel, derrick, propeller "
"747110","항공기 헬리콥터","helicopter aircraft"," 기타항공기, 항공기, 헬리콥터 "," helicopter aircraft "
"747120","비행기 항공기","airplane aircraft"," 비행기, 터보제트식항공, 터보제트식프로펠러식, 터보프로펠러식, 프로펠러식, 항공기, 드론 "," airplane aircraft, aeroplane, drone "
"747130","항공기 무동력항공기","glide aircraft"," 행글라이더, 무동력항공기, 비행선, 항공기 "," glide aircraft hangglider "
"747140","항공기 낙하산","parachute aircraft"," 낙하산, 로토슈트 "," parachute aircraft, parachute, rotochutes "
"747210","항공기부품 항공기엔진","engine of part aircraft"," 항공기부품, 항공기엔진, 항공기용엔진, 항공부품, 터바인, 터빈 "," engine of part aircraft, thruster, turbine "
"748100","우주선","spacecraft"," 우주선, 인공위성, 인공위성운반로켓 "," spacecraft, spaceship, spaceshuttle "
"748200","우주선부품","spacecraft part"," 우주선부품 ","spacecraft part "
"751100","볼트및너트","and nut bolt"," 너트, 리벳, 머신스크루, 볼트, 볼트및너트, 와셔, 랙너트 "," nut bolt, screw, washer, rivet, cotterpin "
"751200","밸브","valve"," 감압밸브, 밸브, 안전밸브, 유압밸브, 배기밸브, 앵글밸브 "," valve "
"751300","베어링","bearing"," 기타베어링, 베어링 "," bearing, ballbearing, conebearing "
"751400","스프링","spring"," 스프링, 용수철 "," spring "
"751500","전동축및기어","power gear and shaft transmission"," 기어, 무단변속기, 전동축, 전동축및기어 "," power gear and shaft transmission "
"751900","기타기계요소","elements other mechanical"," 기계요소, 기타기계요소, 니들, 롤러, 롤러수편침, 볼, 쇠사슬, 수봉침, 수편침, 실링, 안전핀, 체인, 배관, 씰키트, 프랜지 "," elements other mechanical, wafer, sprocket "
"752110","고속도강및초경공구 커팅공구","tool speed and carbide cutting high"," 고속도강, 초경공구, 커팅공구 "," tool speed and carbide cutting high, tungsten "
"752120","착암공구 고속도강및초경공구","tool speed drilling and carbide high rock"," 고속도강, 초경공구, 착암공구, 절삭공구, 착암공구 "," highspeed steel, carbidetools, carbidetool, rockdrilling "
"752130","고속도강및초경공구 탭핑공구","tool speed tapping and carbide high"," 고속도강, 초경공구, 드레딩, 볼베어링, 태핑, 탭핑공구 "," highspeed steel and carbidetools, carbidetool, tappingtools "
"752140","고속도강및초경공구 드릴링공구","tool speed drilling and carbide high"," 고속도강, 초경공구, 드릴링공구 "," highspeed steel, carbidetools, carbidetool, drilling "
"752150","고속도강및초경공구 보링공구","boring tool speed and carbide high"," 고속도강, 초경공구, 리머, 보링공구 "," highspeed steel, carbidetools, carbidetool, boringtools, boringtool, reamer, broaching "
"752160","고속도강및초경공구 밀링공구","tool speed milling and carbide high"," 고속도강, 초경공구, 기어커터, 로터리파일, 밀링공구, 밀링커터, 절삭공구 "," highspeed steel and carbidetools, carbidetool, milling, millingtool, millingtools, gearcutter, rotaryfile, rotaryfiles, cuttingtools, cuttingtool "
"790100","기타기계류","other machinery"," 공작기계, 교반기, 권선기, 균질기, 기타기계, 기타기계류, 애프터쿨러, 에어쿨러, 인버터, 자동공구교환장치, 집진기, 갠트리 "," other machinery, agitatorpump, circuitbreaker "
"752190","고속도강및초경공구 기타고속도강및초경공구","other tool speed and carbide high"," 카바이드로, 고속도강, 초경공구, 기타고속도강 "," highspeed steel, carbidetools, carbidetool "
"752210","줄 수공구","hand tool file"," 수공구 "," handtool, handtools, saw "
"752220","수공구 플라이어","plier hand tool"," 수공구, 집게, 집게플라이어, 핀셋 "," plier handtool, tweezers, pincer, puller "
"752230","수공구 파이프커터","pipe-cutter hand tool"," 수공구, 천공펀치, 파이프커터 "," pipecutter, handtool, punch, clipper "
"752240","수공구 스패너","spanner hand tool"," 수공구, 스패너 "," spanner, handtool "
"752250","수공구 스크루드라이버","hand tool screw driver"," 수공구, 스크루드라이버 "," handtool, screwdriver "
"752260","망치 수공구","hammer hand tool"," 망치, 쇠망치, 수공구, 수공구망치 "," hammer, handtool, sledgehammer "
"752270","수공구 가위","scissors hand tool"," 가위, 가정용가위, 사무용가위, 수공구, 재단용가위, 주방가위, 이발용가위 "," scissors, handtool, secateurs, pruner, kitchenscissors "
"752290","기타수공구 수공구","other hand tool"," 기타수공구, 도장용수공구, 드레딩, 땜인두, 모루, 연장, 발톱깎이, 병따개 "," other handtool, anvil, toenail clippers, bottleopener "
"752300","다이아몬드공구","tool diamond"," 다이아몬드공구, 다이아몬드드릴, 다이아몬드코어드릴, 다이아몬드커터 "," diamondtool, semiconductor, wafer "
"752410","전기드릴 전동공구","electric-powered tool"," 전기드릴, 전동공구, 코어드릴 "," electric drill "
"752490","기타전동공구 전동공구","electric-powered tool otherelectric-powered"," 기타전동공구, 전동공구, 전기톱 "," other electric poweredtool, powersaw "
"752500","공기압공구","air-pressure tool"," 공기압공구, 공기압공구그라인더, 공기주입기, 스프레이건, 압축공기식, 에어게이지 "," airpressure tool "
"752610","측정공구","tool measurement"," 게이지류, 측정공구 "," gauge, calliper, vernier "
"752620","측정공구부품 측정공구","tool part measurement"," 측정공구, 측정공구부품 "," part of measurementtool "
"752700","수도구","hand tool"," 삽, 낫, 수도구, 용접기, 인두, 곡괭이 "," handtool, shovel, spade, hoe, mattock, rake, scythe, sickle, wedge "
"752900","기타공구","other tool"," 기타공구, 바이스, 블로램프, 클램프, 밴더 "," othertool, blowlamp, clamp "
"753100","프레스금형","press die"," 인발, 단조압출, 프레스금형 "," pressdie "
"753200","플라스틱금형","die plastic"," 금형플라스틱, 사출성형, 플라스틱금형 "," plasticdie "
"753300","다이캐스팅금형","casting die"," 다이캐스팅, 다이캐스팅금형 "," castingdie, diecasting "
"753900","기타금형","other die"," 기타금형 "," other die "
"790200","기타기계류부품","other part machinery"," 기타기계류부품, 기타기계류부분품 ","other part machinery "
"811110","유선전화기 버튼식전화기","telephone wire button"," 버튼식전화기, 유선전화기 "," telephone wire button "
"811190","기타유선전화기 유선전화기","telephone other wire"," 기타유선전화기, 유선전화기 "," telephone other wire "
"811210","유선교환기 국설교환기","Cable System Switching Public"," 교환기, 유선교환기, 국설교환기 "," switchboard "
"811220","유선교환기 사설교환기","Private Cable System Switching"," 교환기, 유선교환기, 사설교환기 "," switchboard "
"811310","유선전송장치 광전송장치","cable transmission electrical optical"," 광전송장치, 유선전송장치 "," transmission equipment "
"811390","유선전송장치 기타유선전송장치","cable transmission electrical other"," 기타유선전송장치, 단국장치, 유선전송장치, 중계장치 "," transmission equipment "
"811410","전신기기 팩시밀리","telegraph facsimile"," 팩시밀리, 팩스 "," facsimile "
"811490","기타전신기기 전신기기","other telegraph"," 기타전신기기, 텔레프린터, 도어폰 "," other telegraph "
"811500","유선통신기기부품","apparatus cable part communication of"," 유선통신기기부품, 헤드셋, 이어폰 "," part of wirecommunication, handset, headphone, loudspeaker, cable "
"811900","기타유선통신기기","apparatus cable other communication"," 기타유선통신기기, 유선통신기기, 케이블, 통신장비 "," other wirecommunication "
"812130","분할식 무선전화기 코드 전화기","Phone Wireless"," 전화기, 디지털전화, 무선전화기, 코드전화기, 분할식전화 "," phone, telephone "
"812140","분할식 무선전화기 전화기","Phone Wireless"," 무선전화기, 분할식전화기, 무선전화, 휴대전화, 핸드폰, 휴대폰, 스마트폰, 아이폰, 전화기, 모바일폰 "," telephone, phone, smartphone, iphone, galaxy "
"812150","분할식전화기 무선전화기 주파수","Phone Wireless"," 디지털전화, 무선전화기, 분할식전화기, 주파수통신기 "," telephone, wireless phone "
